67,Bà chủ hẳn đã qua trăm tuổi. Bà đi chậm chạp về phía chúng tôi tựa vào cây gậy có mấu lê những đôi ủng dạ đi giày cao su. Khuôn mặt bà màu nâu sẫm; từ trong khối nếp nhăn dày đặc cái mũi nhô ra phía trước và xuống dưới cong và sắc như một thanh dao còn mắt thì nhạt màu đục lờ như phủ màng.
68,Tôi cúi chào hiểu rằng cần im lặng. Trên đầu bà ngoài chiếc khăn lông đen cột dưới cằm còn đội thêm chiếc khăn voan màu sắc vui tươi in hình tòa nhà Atomium và chữ bằng nhiều thứ tiếng: Triển lãm Quốc tế tại Brussels.
69,Trên cằm và dưới mũi mọc ra những lông xám thưa. Bà mặc áo gi-lê bông và chiếc váy dạ đen.
70,Roman nhướng lông mày trợn mắt nhe răng và lắc đầu nhưng rốt cuộc vẫn bước ra. Tôi nhìn quanh. Đồ đạc trong phòng không nhiều. Ở cửa sổ là chiếc bàn to nặng phủ khăn trải bàn xám cũ kỹ có tua rua trước bàn là chiếc ghế đẩu gãy chân.
71,Sát vách gỗ trần là một chiếc đi-văng rộng trên vách kia dán giấy các loại đủ kiểu là cái mắc áo treo toàn đồ lỉnh kỉnh cũ nát.
72,Vào phòng nhô ra một cái lò sưởi lớn kiểu Nga sáng ngời vôi mới quét còn đối diện ở góc phòng là chiếc gương lớn mờ đục trong khung tróc sơn. Sàn nhà được cạo sạch và trải những tấm thảm sọc.
73,Tôi bước đến cửa sổ và kéo rèm. Ngoài cửa sổ là cây sồi chỉ thấy cây sồi thôi. Tôi nhìn cây sồi. Đây hẳn là một loài cây rất cổ. Vỏ cây màu xám và có vẻ chết chóc còn những rễ cây khổng lồ bò ra khỏi đất được phủ địa y đỏ và trắng.
74,Trên bệ cửa sổ có một cuốn sách dày sờn và bẩn tôi lật xem vô thức rời cửa sổ và ngồi xuống đi-văng. Và ngay lập tức tôi muốn ngủ.
75,Tôi nghĩ rằng hôm nay đã lái xe mười bốn tiếng rằng có lẽ không nên vội đến thế rằng lưng tôi đau và đầu óc rối bời rằng mặc kệ bà già nhàm chán đó chỉ mong mọi thứ kết thúc và có thể nằm xuống ngủ...
76,Tôi bước ra vừa đi vừa rút thuốc lá. Mặt trời cuối cùng đã lặn và đêm trắng xuống. Đâu đó chó sủa. Tôi ngồi xuống chiếc ghế băng ngập trong đất dưới gốc sồi châm thuốc và nhìn bầu trời nhạt màu không sao.
77,Con mèo bỗng xuất hiện từ đâu đó không tiếng động nhìn tôi bằng đôi mắt lân quang rồi nhanh chóng leo lên cây sồi và biến vào trong tán lá tối. Tôi lập tức quên nó và giật mình khi nó cựa quậy ở đâu đó trên cao.
78,Rác bắt đầu rơi xuống đầu tôi. Đồ quỷ... tôi nói to và phủi phủi. Buồn ngủ kinh khủng. Bà già bước ra khỏi nhà không để ý đến tôi lết về phía giếng. Tôi hiểu đây là dấu hiệu giường đã trải xong và quay vào phòng.
79,Bà già khó chịu trải cho tôi nằm dưới sàn. Thôi không được đâu tôi nghĩ khóa cửa lại mang đệm lên đi-văng và bắt đầu cởi quần áo. Ánh sáng u ám chiếu qua cửa sổ con mèo ồn ào cựa quậy trên cây sồi.
80,Tôi lắc đầu giũ rác ra khỏi tóc. Đó là thứ rác kỳ lạ bất ngờ: vảy cá khô lớn. Ngủ sẽ cộm tôi nghĩ ngã người xuống gối và lập tức ngủ thiếp đi.
81,Tôi tỉnh dậy giữa đêm vì trong phòng có tiếng nói chuyện. Hai người đang nói chuyện thì thầm hầu như không nghe thấy. Giọng hai người rất giống nhau nhưng một giọng hơi khàn và khàn đục còn giọng kia thể hiện rõ sự bực bội tột độ.
82,Lại láng giềng không ngủ được tôi nghĩ trong giấc ngủ mơ. Tôi tưởng tượng mình ở nhà. Ở nhà tôi có hai anh em nhà vật lý ở cạnh họ thích làm việc ban đêm. Đến hai giờ sáng thì hết thuốc lúc đó họ chui vào phòng tôi và bắt đầu lục tìm va vào đồ đạc và cằn nhằn nhau.
83,Tiếng giọng nói của mình đánh thức tôi hoàn toàn. Tôi ngồi dậy. Chó sủa ảo não phía sau vách bà già ngáy dữ dội. Cuối cùng tôi nhớ ra mình đang ở đâu. Trong phòng không có ai.
84,Trong ánh sáng nhờ nhờ tôi thấy cái gối và đống đồ rơi từ mắc áo xuống sàn. Bà già sẽ rứt đầu tôi nghĩ và nhảy lên. Sàn lạnh và tôi bước lên những tấm thảm sọc.
85,Bà già ngừng ngáy. Tôi đứng im. Ván sàn kêu cọt kẹt có tiếng lạo xạo và xào xạc ở các góc phòng. Bà già huýt sáo vang và ngáy trở lại. Tôi nhặt cái gối và ném lên đi-văng.
86,Đống đồ lỉnh kỉnh cũ nát bốc mùi chó. Cái mắc áo tuột khỏi đinh và treo lệch một bên. Tôi chỉnh lại và bắt đầu nhặt đồ treo lên. Vừa treo xong cái áo khoác cuối cùng cái mắc lại đứt trượt theo giấy tường và lại treo lõng lẻo trên một cái đinh. Bà già ngừng ngáy và tôi toát mồ hôi lạnh.
87,Đâu đó gần đó gà trống gáy. Vào nồi canh mày tôi nghĩ với lòng căm thù. Bà già phía sau vách bắt đầu trở mình lò xo kẽo kẹt và rắc rắc. Tôi chờ đứng một chân. Ngoài sân ai đó khẽ nói: Đến giờ ngủ rồi hôm nay chúng mình ngồi lâu quá.
88,Tôi nằm nghiêng sang phải kéo chăn lên tận tai nhắm mắt lại và bỗng nhận ra rằng mình hoàn toàn không buồn ngủ – mà đói bụng. Ôi trời tôi nghĩ. Cần phải gấp rút có biện pháp và tôi đã có biện pháp.
89,Ví dụ hệ phương trình tích phân loại phương trình thống kê sao; cả hai hàm ẩn đều nằm dưới dấu tích phân. Giải tất nhiên chỉ có thể theo phương pháp số chẳng hạn trên máy BESM...
90,Tôi nhớ đến cái BESM của chúng tôi. Bảng điều khiển màu kem caramen. Zhenya đặt gói báo lên bảng đó và từ từ gỡ ra.
91,Xúc xích Ba Lan hun khói cắt thành khoanh tròn. Ôi mày phải lấy vợ đi thôi! Tao có thịt viên có tỏi làm tại nhà. Và dưa muối đây. Không hai quả dưa muối... Bốn cái thịt viên và cho tròn số bốn quả dưa muối đúng kiểu và bốn miếng bánh mì phết bơ...
92,Tôi gạt chăn ra và ngồi dậy. Biết đâu trên xe còn thứ gì đó? Không tất cả những gì có ở đó tôi đã ăn hết rồi. Còn lại cuốn sách dạy nấu ăn cho mẹ Valka ở Lezhnevo. Như thế nào ấy nhỉ... Nước sốt piquant. Nửa cốc giấm hai củ hành... và tiêu.
93,Dùng kèm với các món thịt... Giờ tôi vẫn nhớ rõ: kèm với những miếng bít tết nhỏ. Thật khốn nạn tôi nghĩ đâu phải bít tết bình thường mà là bít tết nhỏ. Tôi nhảy lên và chạy đến cửa sổ.
94,Trong không khí đêm thoang thoảng rõ ràng mùi bít tết nhỏ. Từ đâu đó trong đáy tiềm thức nổi lên: Ông ta thường được phục vụ những món thường có trong quán ăn bình dân như: bắp cải muối chua óc trộn đậu dưa chuột muối và chiếc bánh ngàn lớp ngọt muôn thuở... Tìm cách phân tâm đi tôi nghĩ và lấy cuốn sách trên bệ cửa sổ.
95,Đó là Alexei Tolstoy – Buổi sáng ảm đạm. Tôi mở ngẫu nhiên một trang. Makhno bẻ cái chìa khóa hộp cá lấy ra cái dao chuôi ngà với gần năm mươi lưỡi và tiếp tục loay hoay với nó mở những hộp thiếc đựng dứa pâté Pháp tôm hùm mùi tôm hùm tỏa nồng khắp phòng.
96,Tôi nhẹ nhàng đặt cuốn sách xuống và ngồi vào bàn trên cái ghế đẩu. Trong phòng bỗng phát hiện ra mùi thơm thơm cay cay: có lẽ là mùi tôm hùm. Tôi bắt đầu suy nghĩ tại sao đến giờ tôi chưa thử tôm hùm lần nào. Hay là hàu chẳng hạn.
97,Trong Dickens mọi người đều ăn hàu loay hoay với dao xếp cắt những lát bánh mì dày phết bơ... Tôi bắt đầu bồn chồn vuốt phẳng khăn trải bàn. Trên khăn trải bàn có những vết bẩn chưa tẩy sạch.
98,Trên đó người ta đã ăn nhiều và ngon. Họ ăn tôm hùm và óc trộn đậu. Họ ăn bít tết nhỏ với nước sốt piquant. Bít tết to và vừa cũng được ăn. No nê ợ hơi đánh răng thỏa mãn... Tôi thì chẳng có gì để ợ hơi thế là bắt đầu đánh răng.
99,Có lẽ tôi làm điều đó ồn ào và đói bụng quá vì bà già phía sau vách cọ giường kẽo kẹt càu nhàu tức giận va vào thứ gì đó lạch đạch và bỗng bước vào phòng tôi.
100,Bà mặc chiếc áo ngủ dài màu xám tay cầm cái đĩa và ngay lập tức trong phòng lan ra mùi thức ăn thật sự chứ không phải mùi ảo. Bà già mỉm cười. Bà đặt đĩa thẳng trước mặt tôi và cất giọng trầm ấm.
101,Con đường về phía nam thật kinh khủng. Con đường bê tông uốn khúc hẹp gồ ghề gió ngược khó chịu nắng chiếu vào mắt và những chiếc xe bán tải lớn ngược chiều.
102,Nhiều người đặc biệt là nhà phân tâm học hay đến dưỡng sinh ở đây hỏi tôi liệu tôi có cố gắng khi vào trường mùa thu này không. Theo tôi đây là câu hỏi ngớ ngẩn đến kỳ lạ. Làm sao người ta biết trước được mình sẽ làm gì? Không thể biết trước được gì hết!
103,Họa sĩ nhìn vào người thanh niên đẹp đẽ được ông vẽ trong bức chân dung với tài năng tuyệt vời đến thế và nụ cười hài lòng không rời khỏi khuôn mặt ông. Nhưng đột nhiên ông bật đứng dậy và nhắm mắt lại ép các ngón tay vào mí mắt như muốn giữ lại trong ký ức một giấc mơ tuyệt vời và sợ tỉnh giấc.
104,Bước vào phòng họ thấy trên tường bức chân dung tuyệt đẹp của chủ nhân trong toàn bộ vẻ đẹp rực rỡ của tuổi thanh xuân diệu kỳ.
105,Tôi lấy ra tờ giấy từ ngăn kéo và bắt đầu nhớ lại. Tuổi thơ trường học... Đó là quá lâu rồi và đã có vẻ gì đó không thật. Cuộc sống thực sự chỉ bắt đầu vào năm 1916.
106,Một cách giao tiếp trong kinh doanh phổ biến rộng rãi khác ở Hàn Quốc là chơi golf cùng nhau. Ai đó đánh một cú rồi thong thả đi cùng nhau và thảo luận công việc.
107,Theo nghiên cứu cho thấy hai phần ba học sinh trung học ở Hàn Quốc ngủ ít hơn năm tiếng mỗi ngày. Bốn trong số năm người được hỏi thừa nhận rằng ban ngày họ luôn buồn ngủ. Và 84% học sinh trung học có rối loạn giấc ngủ thường xuyên.
108,Người Hàn Quốc học liên tục. Đây thực sự là quá trình mà hầu hết người dân của Xứ sở Bình minh Tĩnh lặng chỉ dừng lại khi qua đời.
109,Trong tiếng Hàn có từ buffet. Đây không phải cái tủ bày đồ hay quán ăn nhỏ mà chúng ta quen biết mà là thứ chúng ta gọi là bàn tiệc kiểu Thụy Điển.
110,Mọi người muốn có câu trả lời cho những câu hỏi nghiêm túc – ví dụ tại sao chúng ta tồn tại ở đây. Không ai mong câu trả lời sẽ đơn giản vì vậy tất cả đều sẵn sàng bỏ công sức cho nó.
111,Theo ý tưởng về tính vô hạn của Vũ trụ đặt câu hỏi về điều gì xảy ra trước Vụ Nổ Lớn cũng vô nghĩa như hỏi phương Nam ở đâu tại Cực Nam.
112,Khi tôi ở Viễn Đông người ta nhờ tôi đừng đề cập đến Vụ Co Lớn lo ngại điều đó có thể ảnh hưởng đến thị trường. Nhưng thị trường vẫn sụp đổ: có lẽ vì thông tin bằng cách nào đó vẫn rò rỉ ra.
113,Người ta nói nếu muốn biết châu Á thật sự – hãy không đến bảo tàng và cung điện mà hãy đến chợ địa phương. Đối với Hàn Quốc khẳng định này cũng hoàn toàn đúng.
114,Ông chưa đến bốn mươi tuổi nhưng đã có cô con gái mười hai tuổi và hai cậu con trai đang học phổ thông. Ông lấy vợ sớm khi còn là sinh viên năm hai và giờ đây vợ trông già hơn ông một rưỡi lần.
115,Sau bữa tối họ bước ra từ phòng ăn sáng rực và nóng nực lên boong tàu và dừng lại ở lan can. Cô nhắm mắt lại lòng bàn tay úp ra ngoài áp lên má cười lên tiếng cười đơn giản dễ thương.
116,Con tàu đang chạy nhanh chạm nhẹ vào bến tàu tối mờ mờ và họ suýt ngã vào nhau. Phía trên đầu vèo qua đầu dây thừng rồi đẩy ngược trở lại và ầm ầm bọt nước sôi cầu thang ầm ầm...
117,Phố vắng tanh. Những ngôi nhà đều như nhau trắng hai tầng kiểu lái buôn với khu vườn to và có vẻ như trong đó chẳng có bóng người nào.
118,Ông trở về khách sạn mệt mỏi đến mức như vừa trải qua một cuộc hành trình dài ở đâu đó Turkestan hay Sahara. Ông thu hết sức lực còn lại bước vào căn phòng to và trống rỗng của mình.
119,Khi xuống bến tàu trên sông Volga đã ửng lên đêm hè xanh thẫm mùa hè và đã có nhiều ánh đèn đủ màu rải rác trên sông và ánh đèn lơ lửng trên cột buồm của con tàu đang tiến gần.
120,Ông đến nhà thờ nơi đang hát to vui tươi và dứt khoát với ý thức về nghĩa vụ đã được thực hiện rồi đi bộ lâu loanh quanh trong khu vườn nhỏ nóng và bỏ hoang trên vách núi bên trên bề mặt rộng lớn sáng bóng màu thép nhạt của dòng sông...
121,Sáng sớm trước khi trời sáng Alyosha bị đánh thức dậy.
122,Ông còn tỉnh táo hoàn toàn; khuôn mặt ông dù rất mệt mỏi nhưng sáng sủa gần như vui vẻ và ánh mắt tươi sáng thân thiện mời gọi.
123,Có thể hôm nay tôi sẽ không qua được ngày này ông nói với Alyosha; rồi ông mong muốn xưng tội và rước lễ ngay lập tức.
124,Trong khi đó ngày đã đến. Người ta bắt đầu đến từ tu viện.
125,Khi lễ kết thúc trưởng lão muốn từ biệt tất cả mọi người và hôn tất cả.
126,Ông nói và dạy bao lâu còn có thể giọng ông dù yếu ớt nhưng vẫn còn khá vững.
